@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread.value,freetoreadLabel.value,prism:issn,pii,prism:issueIdentifier,prism:isbn,pubmed-id,@_fa,affilname,affiliation-city,affiliation-country,language,year,main_author
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85195011191'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85195011191?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85195011191&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85195011191&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2052446324005387'}]",https://api.elsevier.com/content/abstract/scopus_id/85195011191,SCOPUS_ID:85195011191,2-s2.0-85195011191,"Global high-resolution growth projections dataset for rooftop area consistent with the shared socioeconomic pathways, 2020–2050",Joshi S.,Scientific Data,20524463,11,,2024-12-01,December 2024,10.1038/s41597-024-03378-x,1,Journal,dp,Data Paper,563,21100451321,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]",,,1,,38816434,true,"MaREI, the SFI Research Centre for Energy, Climate and Marine",Cork,Ireland,en,2024,Joshi S.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85187887334'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85187887334?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187887334&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85187887334&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85187887334,SCOPUS_ID:85187887334,2-s2.0-85187887334,Neural embeddings of urban big data reveal spatial structures in cities,Fan C.,Humanities and Social Sciences Communications,26629992,11,,2024-12-01,December 2024,10.1057/s41599-024-02917-6,1,Journal,ar,Article,409,21101018925,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",,,1,,,true,College of Engineering,College Station,United States,en,2024,Fan C.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85187146934'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85187146934?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187146934&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85187146934&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85187146934,SCOPUS_ID:85187146934,2-s2.0-85187146934,Spatial heterogeneities of residents' sentiments and their associations with urban functional areas during heat waves– a case study in Beijing,Zhu Y.,Computational Urban Science,27306852,4,,2024-12-01,December 2024,10.1007/s43762-024-00119-z,1,Journal,ar,Article,7,21101142737,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",,,1,,,true,Beijing Union University,Beijing,China,en,2024,Zhu Y.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85212209691'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85212209691?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85212209691&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85212209691&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2664328624000615'}]",https://api.elsevier.com/content/abstract/scopus_id/85212209691,SCOPUS_ID:85212209691,2-s2.0-85212209691,Understanding big data and data protection measures in smart city strategies: An analysis of 28 cities,Lnenicka M.,Urban Governance,,4,255-273,2024-11-01,November 2024,10.1016/j.ugj.2024.12.008,0,Journal,ar,Article,,21101177606,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",26643286,S2664328624000615,4,,,true,Univerzita Hradec Králové,Hradec Kralove,Czech Republic,en,2024,Lnenicka M.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85211470334'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85211470334?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85211470334&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85211470334&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85211470334,SCOPUS_ID:85211470334,2-s2.0-85211470334,Spatial patterns and influencing mechanisms of carbon emissions from urban school trips in small and medium-sized cities: A case study of Kaifeng,Rong P.,Dili Xuebao/Acta Geographica Sinica,,79,2929-2948,2024-11-01,November 2024,10.11821/dlxb202411015,0,Journal,ar,Article,,28066,0,False,,,03755444,,11,,,true,Henan University of Economics and Law,Zhengzhou,China,en,2024,Rong P.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85210360047'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85210360047?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85210360047&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85210360047&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85210360047,SCOPUS_ID:85210360047,2-s2.0-85210360047,"Study on the assessment of heat risks in Nanjing's urban street spaces: An ""activity-environment"" interaction perspective",Zhang W.,Dili Yanjiu,,43,2902-2919,2024-11-01,November 2024,10.11821/dlyj020231201,0,Journal,ar,Article,,21101141803,0,False,,,10000585,,11,,,true,Nanjing University,Nanjing,China,en,2024,Zhang W.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85205472021'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85205472021?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85205472021&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85205472021&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0143622824002339'}]",https://api.elsevier.com/content/abstract/scopus_id/85205472021,SCOPUS_ID:85205472021,2-s2.0-85205472021,Identification and Spatial Characterization of suburban areas in Chengdu,Mou L.,Applied Geography,,172,,2024-11-01,November 2024,10.1016/j.apgeog.2024.103428,0,Journal,ar,Article,103428,27471,0,False,,,01436228,S0143622824002339,,,,true,Chongqing University,Chongqing,China,en,2024,Mou L.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85201907664'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85201907664?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85201907664&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85201907664&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S026427512400595X'}]",https://api.elsevier.com/content/abstract/scopus_id/85201907664,SCOPUS_ID:85201907664,2-s2.0-85201907664,Understanding urban traffic flows in response to COVID-19 pandemic with emerging urban big data in Glasgow,Li Y.,Cities,,154,,2024-11-01,November 2024,10.1016/j.cities.2024.105381,1,Journal,ar,Article,105381,16956,1,True,"[{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]","[{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]",02642751,S026427512400595X,,,,true,College of Social Sciences,Glasgow,United Kingdom,en,2024,Li Y.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85200597428'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85200597428?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85200597428&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85200597428&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2210670724005249'}]",https://api.elsevier.com/content/abstract/scopus_id/85200597428,SCOPUS_ID:85200597428,2-s2.0-85200597428,Quantifying city freight mobility segregation associated with truck multi-tours behavior,Yang Y.,Sustainable Cities and Society,,113,,2024-10-15,15 October 2024,10.1016/j.scs.2024.105699,3,Journal,ar,Article,105699,19700194105,0,False,,,22106707,S2210670724005249,,,,true,University of Leeds,Leeds,United Kingdom,en,2024,Yang Y.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85209930562'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85209930562?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209930562&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85209930562&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85209930562,SCOPUS_ID:85209930562,2-s2.0-85209930562,A Support System for Street Food Vending: Utilizing Urban Geoinformatics to Facilitate the Relocation of Food Stalls in Bangkok,Wattanaprapa N.,International Journal of Geoinformatics,26730014,20,10-18,2024-10-01,October 2024,10.52939/ijg.v20i10.3629,0,Journal,ar,Article,,21100198528,0,False,,,16866576,,10,,,true,Suan Sunandha Rajabhat University,Bangkok,Thailand,en,2024,Wattanaprapa N.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85207675304'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85207675304?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85207675304&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85207675304&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85207675304,SCOPUS_ID:85207675304,2-s2.0-85207675304,Prediction of Commercial Street Location Based on Point of Interest (POI) Big Data and Machine Learning,Yao L.,ISPRS International Journal of Geo-Information,22209964,13,,2024-10-01,October 2024,10.3390/ijgi13100371,0,Journal,ar,Article,371,21100427639,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",,,10,,,true,South China University of Technology,Guangzhou,China,en,2024,Yao L.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85207348711'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85207348711?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85207348711&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85207348711&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85207348711,SCOPUS_ID:85207348711,2-s2.0-85207348711,Spatio-Temporal Analysis of Urban Emergency Response Resilience During Public Health Crises: A Case Study of Wuhan,Sun J.Y.,Sustainability (Switzerland),20711050,16,,2024-10-01,October 2024,10.3390/su16209091,0,Journal,ar,Article,9091,21100240100,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",,,20,,,true,Sinopec,Beijing,China,en,2024,Sun J.Y.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85202800903'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85202800903?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85202800903&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85202800903&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0966692324002023'}]",https://api.elsevier.com/content/abstract/scopus_id/85202800903,SCOPUS_ID:85202800903,2-s2.0-85202800903,A ‘node-place-network-city’ framework to examine HSR station area development dynamics: Station typologies and development strategies,Zheng W.,Journal of Transport Geography,,120,,2024-10-01,October 2024,10.1016/j.jtrangeo.2024.103993,1,Journal,ar,Article,103993,29295,0,False,,,09666923,S0966692324002023,,,,true,The University of Manchester,Manchester,United Kingdom,en,2024,Zheng W.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85201469100'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85201469100?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85201469100&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85201469100&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1361920924003195'}]",https://api.elsevier.com/content/abstract/scopus_id/85201469100,SCOPUS_ID:85201469100,2-s2.0-85201469100,Measuring mobility resilience with network-based simulations of flow dynamics under extreme events,Li Z.,Transportation Research Part D: Transport and Environment,,135,,2024-10-01,October 2024,10.1016/j.trd.2024.104362,0,Journal,ar,Article,104362,20894,0,False,,,13619209,S1361920924003195,,,,true,Tongji University,Shanghai,China,en,2024,Li Z.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85198711782'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85198711782?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85198711782&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85198711782&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0264275124005067'}]",https://api.elsevier.com/content/abstract/scopus_id/85198711782,SCOPUS_ID:85198711782,2-s2.0-85198711782,Can financial transactions reveal the change in social fabric triggered by urban regeneration?,Seyedkazemi S.,Cities,,153,,2024-10-01,October 2024,10.1016/j.cities.2024.105292,0,Journal,ar,Article,105292,16956,0,False,,,02642751,S0264275124005067,,,,true,Sabancı Üniversitesi,Tuzla,Turkey,en,2024,Seyedkazemi S.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85196417812'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85196417812?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85196417812&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85196417812&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0038012124001988'}]",https://api.elsevier.com/content/abstract/scopus_id/85196417812,SCOPUS_ID:85196417812,2-s2.0-85196417812,"Can cycling compensate the distributional inequity of public service facilities? Evidence from Shenzhen, China",Zhou C.,Socio-Economic Planning Sciences,,95,,2024-10-01,October 2024,10.1016/j.seps.2024.101999,0,Journal,ar,Article,101999,18291,0,False,,,00380121,S0038012124001988,,,,true,Southeast University,Nanjing,China,en,2024,Zhou C.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85160336522'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85160336522?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85160336522&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85160336522&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1756869224000139'}]",https://api.elsevier.com/content/abstract/scopus_id/85160336522,SCOPUS_ID:85160336522,2-s2.0-85160336522,Perception of sponge city for achieving circularity goal and hedge against climate change: a study on Weibo,Zeng L.,International Journal of Climate Change Strategies and Management,,16,362-384,2024-09-26,26 September 2024,10.1108/IJCCSM-12-2022-0155,6,Journal,ar,Article,,21100207601,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",17568692,,3,,,true,Panzhihua University,Panzhihua,China,en,2024,Zeng L.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85199140594'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85199140594?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199140594&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85199140594&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0195925524001896'}]",https://api.elsevier.com/content/abstract/scopus_id/85199140594,SCOPUS_ID:85199140594,2-s2.0-85199140594,How can multi-source heterogeneous data contribute to assessing urban transportation carrying capacity?,Wei X.,Environmental Impact Assessment Review,,108,,2024-09-01,September 2024,10.1016/j.eiar.2024.107602,0,Journal,ar,Article,107602,21004,0,False,,,01959255,S0195925524001896,,,,true,Shandong University of Finance and Economics,Jinan,China,en,2024,Wei X.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85197424383'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85197424383?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197424383&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85197424383&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0264275124004669'}]",https://api.elsevier.com/content/abstract/scopus_id/85197424383,SCOPUS_ID:85197424383,2-s2.0-85197424383,Decarbonizing megacities: A spatiotemporal analysis considering inter-city travel and the 15-minute city concept,Chen W.,Cities,,152,,2024-09-01,September 2024,10.1016/j.cities.2024.105252,1,Journal,ar,Article,105252,16956,0,False,,,02642751,S0264275124004669,,,,true,Guangzhou Collaborative Innovation Center of Natural Resources Planning and Marine Technology,Guangzhou,China,en,2024,Chen W.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85197058412'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85197058412?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197058412&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85197058412&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0198971524000759'}]",https://api.elsevier.com/content/abstract/scopus_id/85197058412,SCOPUS_ID:85197058412,2-s2.0-85197058412,Identifying the spatio-temporal dynamics of mega city region range and hinterland: A perspective of inter-city flows,Hu H.,"Computers, Environment and Urban Systems",,112,,2024-09-01,September 2024,10.1016/j.compenvurbsys.2024.102146,1,Journal,ar,Article,102146,23269,0,False,,,01989715,S0198971524000759,,,,true,Chinese University of Hong Kong,Hong Kong,Hong Kong,en,2024,Hu H.
