dc:title,dc:creator,prism:publicationName,prism:doi,citedby-count,openaccessFlag,affilname,affiliation-city,affiliation-country,abstract,processedAbstract,ano,topic_distribution
"A data-driven framework for walkability measurement with open data: A case study of triple cities, New York",Deng C.,ISPRS International Journal of Geo-Information,10.3390/ijgi9010036,14,True,Binghamton University State University of New York,Binghamton,United States,"Walking is the most common, environment-friendly, and inexpensive type of physical activity. To perform in-depth walkability analysis, one option is to objectively evaluate different aspects of built environment related to walkability. In this study, we proposed a computational framework for walkability measurement using open data. Three major steps of this framework include the web scrapping of publicly available online data, determining varying weights of variables, and generating a synthetic walkability index. The results suggest three major conclusions. First, the proposed framework provides an explicit mechanism for walkability measurement. Second, the synthetic walkability index from this framework is comparable to Walk Score, and it tends to have a slightly higher sensitivity, especially in highly walkable areas in urban core. Third, this framework was effectively applied in a metropolitan area that contains three small cities that together represent a small, old shrinking region, which extends the topical area in the literature. This framework has the potential to quantify walkability in any city, especially cities with a small population where walkability has rarely been studied, or those having no quantification indicator. For such areas, researchers can calculate the synthetic walkability index based on this framework, to assist urban planners, community leaders, health officials, and policymakers in their practices to improve the walking environment of their communities.","['community', 'walking', 'web', 'common', 'applied', 'topical', 'tends', 'conclusions', 'open', 'varying', 'improve', 'publicly', 'literature', 'policymakers', 'inexpensive', 'together', 'scrapping', 'determining', 'walk', 'cities', 'contains', 'proposed', 'weights', 'calculate', 'indicator', 'core', 'suggest', 'leaders', 'second', 'slightly', 'communities', 'population', 'three', 'highly', 'aspects', 'walkability', 'effectively', 'major', 'higher', 'steps', 'variables', 'comparable', 'areas', 'include', 'provides', 'index', 'option', 'type', 'explicit', 'old', 'one', 'related', 'synthetic', 'quantify', 'generating', 'metropolitan', 'health', 'available', 'built', 'planners', 'online', 'third', 'assist', 'sensitivity', 'practices', 'small', 'score', 'quantification', 'city', 'measurement', 'indepth', 'potential', 'area', 'officials', 'walkable', 'computational', 'shrinking', 'physical', 'perform', 'objectively', 'rarely', 'first', 'studied', 'represent', 'region', 'evaluate', 'researchers', 'different', 'extends', 'mechanism', 'environmentfriendly', 'environment', 'activity', 'especially']",2020,"[(0, 0.9484102), (1, 0.050500736)]"
City limits in the age of smartphones and urban scaling,Sotomayor-Gómez B.,"Computers, Environment and Urban Systems",10.1016/j.compenvurbsys.2019.101423,18,False,Universidad Austral de Chile,Valdivia,Chile,"Urban planning still lacks appropriate standards to define city boundaries across urban systems. This issue has historically been left to administrative criteria, which can vary significantly across countries and political systems, hindering a comparative analysis across urban systems. However, the wide use of Information and Communication Technologies (ICT) has now allowed the development of new quantitative approaches to unveil how social dynamics relates to urban infrastructure. In fact, ICT provide the potential to portray more accurate descriptions of the urban systems based on the empirical analysis of millions of traces left by urbanites across the city. In this work, we apply computational techniques over a large volume of mobile phone records to define urban boundaries, through the analysis of travel patterns and the trajectory of urban dwellers in conurbations with more than 100,000 inhabitants in Chile. We created and analyzed the network of interconnected places inferred from individual travel trajectories. We then ranked each place using a spectral centrality method. This allowed to identify places of higher concurrency and functional importance for each urban environment. Urban scaling analysis is finally used as a diagnostic tool that allowed to distinguish urban from non-urban spaces. The geographic assessment of our method shows a high congruence with the current and administrative definitions of urban agglomerations in Chile. Our results can potentially be considered as a functional definition of the urban boundary. They also provide a practical implementation of urban scaling and data-driven approaches on cities as complex systems using increasingly larger non-conventional datasets.","['patterns', 'new', 'social', 'systems', 'practical', 'large', 'nonconventional', 'congruence', 'use', 'left', 'method', 'high', 'boundaries', 'distinguish', 'places', 'descriptions', 'vary', 'inferred', 'nonurban', 'inhabitants', 'datadriven', 'considered', 'cities', 'finally', 'definitions', 'datasets', 'trajectories', 'fact', 'millions', 'across', 'quantitative', 'administrative', 'tool', 'complex', 'wide', 'chile', 'increasingly', 'apply', 'criteria', 'urbanites', 'provide', 'higher', 'network', 'accurate', 'potentially', 'comparative', 'shows', 'empirical', 'created', 'implementation', 'standards', 'traces', 'approaches', 'records', 'spectral', 'importance', 'analyzed', 'political', 'technologies', 'agglomerations', 'trajectory', 'hindering', 'communication', 'significantly', 'geographic', 'travel', 'centrality', 'relates', 'lacks', 'boundary', 'still', 'spaces', 'portray', 'historically', 'ranked', 'infrastructure', 'dynamics', 'individual', 'work', 'techniques', 'city', 'countries', 'larger', 'mobile', 'phone', 'potential', 'unveil', 'ict', 'issue', 'interconnected', 'computational', 'functional', 'volume', 'conurbations', 'appropriate', 'identify', 'definition', 'current', 'scaling', 'define', 'diagnostic', 'allowed', 'dwellers', 'environment', 'place', 'concurrency']",2020,"[(0, 0.91337913), (1, 0.08565463)]"
Delineating urban hinterland boundaries in the Pearl River Delta: An approach integrating toponym co-occurrence with field strength model,Wu J.,Cities,10.1016/j.cities.2019.102457,31,False,Laboratory for Earth Surface Processes Ministry of Education,Beijing,China,"Urban development requires the support of its surrounding areas. Accurate identification of urban hinterlands can help to scientifically evaluate strength and potential of urban development. The field strength model is regarded as an effective way to identify hinterlands, but the revision of friction coefficient has still not reached a consensus. With the application of big data in urban planning, it is possible to improve the field strength model. Toponym co–occurrence data, as a timely data source directly obtained from the Internet, can be used to reflect the spatiotemporal changes in urban connections, and provide an approach to quantifying the friction coefficient for the division of urban hinterlands. In this study, a new approach was developed by integrating toponym co–occurrence and improved field strength model. We considered the Pearl River Delta urban agglomeration as a case and identified the urban hinterland of each city. The results showed that the friction coefficient among cities fluctuated within a range of 1.25–2.50, the urban hinterlands were no longer confined to their own administrative divisions, and there was fierce competition with other cities. In particular, the urban hinterland of Guangzhou was 3699 km2 larger than its actual administrative area. In addition, the proposed approach was more reliable in urban hinterland identification compared with the traditional fixed friction coefficient method. This study provides an improved field strength model based on toponym co–occurrence, which can identify urban hinterlands more accurately and objectively as well as promote the application of big data in urban planning.","['developed', 'new', 'case', 'delta', 'cooccurrence', 'method', 'well', 'improve', 'division', 'river', 'consensus', 'considered', 'cities', 'proposed', 'traditional', 'reliable', 'fierce', 'scientifically', 'hinterland', 'range', 'administrative', 'directly', 'effective', 'way', 'provide', 'strength', 'reflect', 'requires', 'accurate', 'actual', 'showed', 'addition', 'longer', 'reached', 'areas', 'revision', 'provides', 'fluctuated', 'friction', 'accurately', 'surrounding', 'internet', 'fixed', 'obtained', 'timely', 'compared', 'connections', 'identification', 'regarded', 'pearl', 'within', 'toponym', 'still', 'agglomeration', 'divisions', 'identified', 'particular', 'changes', 'city', 'confined', 'competition', 'larger', 'help', 'potential', 'area', 'source', 'objectively', 'hinterlands', 'field', 'spatiotemporal', 'evaluate', 'identify', 'guangzhou', 'possible', 'support', 'integrating', 'coefficient', 'improved', 'among', 'promote', 'quantifying']",2020,"[(1, 0.99829197)]"
Measuring polycentric urban structure using Easygo big data: A case study of Chongqing metropolitan area,Duan Y.,Progress in Geography,10.18306/dlkxjz.2019.12.011,16,True,China Agricultural University,Beijing,China,"Polycentricity has become the spatial development strategy in many Chinese cities. Effective identification of polycentric urban form is of great significance for assessing planning performance and formulating better planning strategy. Compared with Baidu Heat Map and cell phone call data, Tencent Easygo data have the advantages of high spatial and temporal resolution and low acquisition cost, which can be used to compare the population agglomeration capabilities of different urban centers, and dynamically identify and monitor polycentric urban form. Taking Chongqing metropolitan area as an example, this study applied the method of Kernel density analysis to identify its polycentric urban form and the size and rank of the urban centers based on Tencent Easygo data of one week. The results show that Chongqing as a mountainous city has developed a polycentric urban structure with multiple subcenters and urban clusters due to the constraint of natural environment, the drive of economic forces, and the guidance of urban planning. The main center and several subcenters inside the inner ring road have comparable degrees of population aggregation, land use scales, and urban development levels. These subcenters are also stronger than the other subcenters outside the inner ring road. The study pointed out that the urban development degree and population aggregation capacity of Xiyong, Chayuan, and peripheral urban clusters need to be improved.","['become', 'developed', 'several', 'use', 'applied', 'method', 'outside', 'high', 'structure', 'natural', 'map', 'ring', 'heat', 'formulating', 'compare', 'capabilities', 'cities', 'form', 'pointed', 'aggregation', 'dynamically', 'cell', 'temporal', 'assessing', 'levels', 'population', 'effective', 'xiyong', 'chayuan', 'need', 'due', 'economic', 'call', 'guidance', 'inside', 'road', 'rank', 'chongqing', 'comparable', 'degree', 'strategy', 'multiple', 'easygo', 'better', 'chinese', 'constraint', 'show', 'baidu', 'great', 'clusters', 'one', 'cost', 'inner', 'compared', 'tencent', 'metropolitan', 'week', 'kernel', 'center', 'polycentric', 'advantages', 'identification', 'main', 'scales', 'agglomeration', 'resolution', 'low', 'land', 'peripheral', 'city', 'monitor', 'polycentricity', 'phone', 'area', 'taking', 'size', 'example', 'density', 'acquisition', 'centers', 'capacity', 'identify', 'different', 'subcenters', 'significance', 'improved', 'stronger', 'degrees', 'mountainous', 'environment', 'forces', 'many', 'drive']",2019,"[(1, 0.9985119)]"
"Smart cities and connected intelligence: Platforms, ecosystems and network effects",Komninos N.,"Smart Cities and Connected Intelligence: Platforms, Ecosystems and Network Effects",10.4324/9780367823399,19,False,Aristotle University of Thessaloniki,Thessaloniki,Greece,"Internet and World Wide Web platforms, big data analytics, software, social media and civic technologies allow for the creation of smart ecosystems in which connected intelligence emerges and disruptive social and eco-innovation flourishes. This book focuses on three grand challenges that matter for any territory, no matter where it is located: (i) smart growth, a path that more and more cities, regions and countries are adopting having realised the unlimited potential of growth that is based on knowledge, innovation and digital technologies; (ii) safety and security, which is a pre-requisite for quality of life in a world of intense social, natural and technological threats; and (iii) sustainability, use of renewable energy, protection of living ecosystems, addressing climate change and global warming in a period of rapid urbanisation that makes established sustainability models and planning patterns quickly obsolete. The core argument of the book is that problem-solving and novel solutions to these grand challenges emerge in smart ecosystems through connected intelligence. It is the broadest form of intelligence that combines capabilities from heterogeneous actors (humans, organisations, machines) and propel problem-solving through externalities and resource agglomeration, user engagement and collaboration, awareness and behaviour change. This book will be of interest to students and researchers of urban and regional studies, innovation studies, economic geography and urban planning, as well as urban policy makers.","['intelligence', 'models', 'patterns', 'obsolete', 'social', 'web', 'makers', 'use', 'emerge', 'students', 'heterogeneous', 'technological', 'ecoinnovation', 'allow', 'broadest', 'well', 'natural', 'unlimited', 'global', 'machines', 'makes', 'climate', 'rapid', 'argument', 'smart', 'capabilities', 'cities', 'form', 'propel', 'security', 'externalities', 'renewable', 'organisations', 'ii', 'located', 'core', 'grand', 'software', 'matter', 'intense', 'regions', 'wide', 'three', 'combines', 'sustainability', 'collaboration', 'book', 'economic', 'disruptive', 'emerges', 'geography', 'novel', 'humans', 'world', 'challenges', 'realised', 'user', 'problemsolving', 'analytics', 'growth', 'adopting', 'digital', 'internet', 'actors', 'engagement', 'solutions', 'iii', 'technologies', 'studies', 'awareness', 'protection', 'urbanisation', 'quickly', 'established', 'media', 'path', 'agglomeration', 'energy', 'living', 'behaviour', 'policy', 'countries', 'resource', 'interest', 'potential', 'flourishes', 'prerequisite', 'connected', 'innovation', 'warming', 'life', 'addressing', 'quality', 'threats', 'researchers', 'platforms', 'period', 'creation', 'change', 'focuses', 'ecosystems', 'territory', 'civic', 'safety', 'regional']",2019,"[(2, 0.99828166)]"
Scidb based framework for storage and analysis of remote sensing big data,Joshi A.,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",10.5194/isprs-archives-XLII-5-W3-43-2019,4,True,Survey Department,Kathmandu,Nepal,"<p>Earth observation data of large part of the world is available at different temporal, spectral and spatial resolution. These data can be termed as big data as they fulfil the criteria of 3 Vs of big data: Volume, Velocity and Variety. The size of image in archives are multiple petabyte size, the size is growing continuously and the data have varied resolution and usages. These big data have variety of applications including climate change study, forestry application, agricultural application and urban planning. However, these big data also possess challenge of data storage, management and high computational requirement for processing. The solution to this computational and data management requirements is database system with distributed storage and parallel computation.</p><p>In this study SciDB, an array-based database is used to store, manage and process multitemporal satellite imagery. The major aim of this study is to develop SciDB based scalable solution to store and perform time series analysis on multi-temporal satellite imagery. Total 148 scene of landsat image of 10 years period between 2006 and 2016 were stored as SciDB array. The data was then retrieved, processed and visualized. This study provides solution for storage of big RS data and also provides workflow for time series analysis of remote sensing data no matter how large is the size.</p>.","['management', 'large', 'storage', 'high', 'vs', 'solution', 'scidb', 'time', 'computationin', 'climate', 'landsat', 'matter', 'termed', 'requirement', 'temporal', 'including', 'series', 'imagery', 'remote', 'archives', 'observation', 'manage', 'satellite', 'part', 'criteria', 'distributed', 'major', 'forestry', 'fulfil', 'challenge', 'array', 'possess', 'world', 'provides', 'multiple', 'scalable', 'processed', 'velocity', 'sensing', 'years', 'spectral', 'growing', 'continuously', 'scene', 'varied', 'rs', 'parallel', 'available', 'workflow', 'image', 'resolution', 'total', 'database', 'develop', 'variety', 'store', 'aim', 'applications', 'multitemporal', 'size', 'arraybased', 'computational', 'perform', 'volume', 'requirements', 'different', 'usages', 'period', 'visualized', 'earth', 'change', 'processing', 'system', 'agricultural', 'petabyte', 'retrieved', 'stored']",2019,"[(2, 0.99765843)]"
"Population distributions of age groups and their influencing factors based on mobile phone location data: A case study of Beijing, China",Wang W.,Sustainability (Switzerland),10.3390/su11247033,5,True,"Institute of Geographic Sciences and Natural Resources Research, Chinese Academy of Sciences",Beijing,China,"The fine-grained population distributions of different age groups are crucial for urban planning applications. With the development of information and communication technology (ICT), detailed population data retrieved from various big data sources, especially on a fine scale, have been extensively used for urban planning. However, studies estimating the detailed population distributions of different age groups are still lacking. This study constructs a framework to generate fine-grained population data for different age groups and explores the influence of various factors on the distributions of different age groups. The population is divided into the following four age groups: (1) early adulthood people: 18 ≤ age ≤ 24, (2) young people: 25 ≤ age ≤ 39, (3) middle-aged people: 40 ≤ age ≤ 59, and (4) elderly people: 60 ≤ age. The results indicate that education and accommodation factors have a major influence on the distributions of early adulthood and elderly people, respectively. Business, restaurant, and accommodation factors are the main factors influencing the population distributions of young and middle-aged people. The accommodation factor plays a major controlling role at night, and its explanatory power gradually decreases during the day, while the explanatory powers of the business and restaurant factors increase and become leading factors during the day. Specifically, the hospital factor has a greater effect on the distribution of elderly people. The entertainment factor has very little explanatory power for the population distributions of the different age groups.","['become', 'constructs', 'decreases', 'influencing', 'generate', 'controlling', 'night', 'education', 'estimating', 'various', 'adulthood', 'scale', 'accommodation', 'day', 'following', 'role', 'distributions', 'extensively', 'lacking', 'population', 'four', 'technology', 'leading', 'major', 'specifically', 'respectively', 'entertainment', 'factor', 'fine', 'early', 'restaurant', 'finegrained', 'elderly', 'little', 'studies', 'power', 'factors', 'communication', 'main', 'increase', 'powers', 'detailed', 'still', 'people', 'plays', 'age', 'crucial', 'influence', 'distribution', 'groups', 'young', 'explores', 'hospital', 'applications', 'business', 'ict', 'divided', 'different', 'effect', 'middleaged', 'gradually', 'sources', 'indicate', 'explanatory', 'greater', 'retrieved', 'especially']",2019,"[(1, 0.63612276), (3, 0.36261427)]"
Measuring Urban Spatial Activity Structures: A Comparative Analysis,Xu L.,Sustainability (Switzerland),10.3390/su11247085,4,True,Zhejiang Agricultural and Forestry University,Hangzhou,China,"Human activity recognition has been of interest in the field of urban planning. This paper established a general framework by which expected human activity intensity (HAI) measured by the built environment and factual HAI measured by the Baidu thermal chart were estimated and comparatively analyzed so as to identify abnormal human activities in Hanghzou, China. Three elements of the built environment (i.e., residential density, road connectivity, and land-use mixing degree) from multi-source data with high precision are selected to assess the expected HAI. Results indicate Hangzhou has evolved into a polycentric city with three urban clusters. In addition, a significant positive correlation exists between the two types of HAIs. However, there are areas with spatial mismatches, particularly in the ""urban village"" and new towns, suggesting human activities are not equally distributed all over the city. Research implications, limitations, and future research needs are discussed.","['estimated', 'mismatches', 'new', 'village', 'baidu', 'precision', 'measured', 'multisource', 'clusters', 'interest', 'three', 'hangzhou', 'high', 'significant', 'human', 'ie', 'analyzed', 'hais', 'equally', 'discussed', 'recognition', 'density', 'distributed', 'hai', 'evolved', 'expected', 'limitations', 'mixing', 'general', 'implications', 'assess', 'chart', 'factual', 'field', 'road', 'polycentric', 'built', 'identify', 'intensity', 'established', 'towns', 'comparatively', 'addition', 'landuse', 'degree', 'areas', 'particularly', 'correlation', 'suggesting', 'future', 'indicate', 'activities', 'hanghzou', 'residential', 'needs', 'positive', 'exists', 'environment', 'types', 'two', 'activity', 'abnormal', 'connectivity', 'elements', 'selected', 'city', 'thermal']",2019,"[(1, 0.9979361)]"
Comparison of life patterns from mobile data in Bangladesh,Shibasaki M.,"Proceedings - 2019 1st International Conference on Smart Technology and Urban Development, STUD 2019",10.1109/STUD49732.2019.9018795,2,False,The University of Tokyo,Tokyo,Japan,"Digital economy is growing worldwide with spreading internet and mobile devices. The possibilities are discussed to apply these accumulated data of mobile devices for monitoring purposes, because more detailed data could be collected on activities or status of individuals more efficiently and frequently. Existing studies show some specific features or behavior or mobility patterns can be detected with mobile phone data. However, classifications or clustering of people behavior patterns are not attempted, though such classification may be useful in understanding 'human landscape' and help design better sampling for field surveys to collect more detailed data for in-depth analysis and to correct biases due to biased mobile phone holdings and usage. We analyzed human behavior in Bangladesh using 'Call Detail Records' of mobile devices for classifying people life patters and understanding the patterns in relation with income index and proximity to cities etc. For this purpose, we calculated features on estimated dwelling areas and subscriber's trajectory. Through comparing the description of 'life behavior' patterns from CDR to physical environment and official census, we found that the differences on the distribution of 'life behavior' patterns on area and the efficiency varied from the duration of the data.","['patterns', 'existing', 'human', 'efficiency', 'biased', 'cities', 'sampling', 'clustering', 'monitoring', 'patters', 'collected', 'devices', 'apply', 'due', 'found', 'individuals', 'call', 'could', 'may', 'usage', 'description', 'relation', 'areas', 'correct', 'worldwide', 'better', 'index', 'dwelling', 'detected', 'cdr', 'collect', 'detail', 'official', 'possibilities', 'show', 'holdings', 'frequently', 'comparing', 'subscribers', 'behavior', 'digital', 'internet', 'records', 'analyzed', 'studies', 'growing', 'varied', 'trajectory', 'specific', 'attempted', 'useful', 'detailed', 'surveys', 'people', 'activities', 'landscape', 'spreading', 'calculated', 'status', 'purpose', 'distribution', 'classifications', 'estimated', 'efficiently', 'income', 'mobile', 'phone', 'indepth', 'help', 'purposes', 'area', 'mobility', 'discussed', 'economy', 'physical', 'features', 'duration', 'proximity', 'life', 'field', 'bangladesh', 'biases', 'though', 'accumulated', 'classifying', 'environment', 'differences', 'etc', 'census', 'classification']",2019,"[(0, 0.5258846), (1, 0.4729778)]"
"Exploring the spatial pattern of urban block development based on POI analysis: A case study in Wuhan, China",Xu H.,Sustainability (Switzerland),10.3390/SU11246961,17,True,China University of Geosciences,Wuhan,China,"As a kind of geospatial big data, point of interest (POI) with useful information has become a hot research topic. Compared with traditional methods, big data has great potential in developing a more accurate method for identifying the urban spatial pattern. This paper uses diversity index and kernel density analysis of POI data on several types of urban infrastructure to investigate the identification of urban block development stages in Wuhan, and divides them into the primary, growth, and mature stage. Its accuracy is verified by exploring urban micro-centers. Results show that: (1) the spatial pattern of urban blocks in Wuhan presents the distribution of ""mature blocks concentrated like a core, growth blocks distributed like two wings, and primary blocks with wide range distributed surround"" (2) areas with more connected construction land and streets with better socio-economic status tend to have a higher level of maturity, vice versa; (3) balancing the number of micro-centers at dierent stages is beneficial to promote the flattened urban development of Wuhan in the future. The research proves that this method is feasible, and it is also applicable to the study of urban spatial pattern in other cities.","['become', 'number', 'several', 'method', 'hot', 'stages', 'versa', 'cities', 'traditional', 'core', 'two', 'block', 'presents', 'identifying', 'range', 'wings', 'geospatial', 'wide', 'stage', 'distributed', 'vice', 'higher', 'accurate', 'mature', 'balancing', 'areas', 'concentrated', 'maturity', 'better', 'index', 'types', 'developing', 'show', 'growth', 'great', 'verified', 'dierent', 'beneficial', 'diversity', 'wuhan', 'compared', 'kernel', 'socioeconomic', 'flattened', 'identification', 'exploring', 'feasible', 'useful', 'land', 'primary', 'streets', 'surround', 'point', 'like', 'infrastructure', 'status', 'distribution', 'divides', 'uses', 'kind', 'blocks', 'interest', 'potential', 'applicable', 'investigate', 'construction', 'microcenters', 'tend', 'density', 'connected', 'proves', 'pattern', 'future', 'accuracy', 'topic', 'poi', 'level', 'promote']",2019,"[(1, 0.9982263)]"
Mapping the knowledge domain of smart-city research: A bibliometric and scientometric analysis,Zhao L.,Sustainability (Switzerland),10.3390/su11236648,73,True,Chengdu University of Technology,Chengdu,China,"As urbanization continues to accelerate, the number of cities and their growing populations have created problems, such as the congestion and noise related to transportation, the pollution from industry, and the difficulty of disposing of garbage. An emerging urban strategy is to make use of digital technologies and big data to help improve the quality of life of urban residents. In the past decade, more and more researchers have studied smart cities, and the number of literature in this field grows rapidly, making it ""big data"". With the aim of better understanding the contexts of smart-city research, including the distribution of topics, knowledge bases, and the research frontiers in the field, this paper is based on the Science Citation Index Expanded (SCIE) and Social Sciences Citation Index (SSCI) in the Web of Science (WoS) Core Collection, and the method used is that of comprehensive scientometric analysis and knowledge mapping in terms of diversity, time slicing, and dynamics, using VOSviewer and CiteSpace to study the literature in the field. The main research topics can be divided into three areas-""the concepts and elements of the smart city"", ""the smart city and the Internet of Things"", and ""the smart city of the future""-through document co-citation analysis. There are four key directions-""research objectives and development-strategy research"", ""technical-support research"", ""data-processing and applied research"", and ""management and applied research""-analyzed using keywords co-occurrence. Finally, the research frontiers are urban-development, sustainable cities, cloud computing, artificial intelligence, integration, undertaken through keyword co-occurrence analysis.","['intelligence', 'management', 'social', 'number', 'bases', 'web', 'use', 'applied', 'cooccurrence', 'method', 'document', 'sciences', 'integration', 'making', 'improve', 'time', 'literature', 'smart', 'things', 'cities', 'finally', 'objectives', 'congestion', 'core', 'noise', 'elements', 'futurethrough', 'dataprocessing', 'including', 'slicing', 'artificial', 'sustainable', 'concepts', 'technicalsupport', 'three', 'problems', 'four', 'mapping', 'vosviewer', 'grows', 'rapidly', 'scientometric', 'created', 'wos', 'strategy', 'collection', 'terms', 'undertaken', 'better', 'index', 'ssci', 'areasthe', 'computing', 'decade', 'digital', 'internet', 'urbandevelopment', 'related', 'technologies', 'frontiers', 'diversity', 'developmentstrategy', 'growing', 'keyword', 'researchanalyzed', 'contexts', 'transportation', 'key', 'directionsresearch', 'urbanization', 'past', 'main', 'citation', 'expanded', 'garbage', 'emerging', 'smartcity', 'difficulty', 'science', 'populations', 'industry', 'topics', 'dynamics', 'distribution', 'city', 'aim', 'comprehensive', 'cloud', 'accelerate', 'help', 'keywords', 'cocitation', 'divided', 'studied', 'life', 'field', 'continues', 'residents', 'quality', 'researchers', 'scie', 'pollution', 'make', 'citespace', 'disposing']",2019,"[(2, 0.9982818)]"
Identification of urban functional regions based on floating car track data and POI data,Yu B.,Sustainability (Switzerland),10.3390/su11236541,32,True,Lanzhou Jiaotong University,Lanzhou,China,"Alongwith the rapid development of China's economy aswell as the continuing urbanization, the internal spatial and functional structures of citieswithin this country are also gradually changing and restructuring. The study of functional region identification of a city is of great significance to the city's functional cognition, spatial planning, economic development, human livability, and so forth. Backed by the emerging urban Big Data, and taking the traffic community as the smallest research unit, a method is proposed to identify urban functional regions by combining floating car track data with point of interest (POI) data recorded on an electronic map. It provides a new perspective for the study of urban functional region identification. Firstly, the main functional regions of the city studied are identified through clustering analysis according to the passenger's spatial-temporal travel characteristics derived from the floating car data. Secondly, the fine-grained identification of the functional region attributes of the traffic communities is achieved using the label information from POI data. Finally, the AND-OR operation is performed on the recognition results derived by the clustering algorithm and the Delphi method, to obtain the identification of urban functional regions. This approach is verified by applying it to the main urban zone within Chengdu's Third Ring Road. The results show that: (1) There are fewer single functional regions and more mixed functional regions in the main urban zone of Chengdu, and the distribution of the functional regions are roughly concentric centering in the city center. (2) Using the traffic community as a research unit, combined with dynamic human activity trajectory data and static urban interest point data, complex urban functional regions can be effectively identified.","['community', 'mixed', 'new', 'method', 'human', 'alongwith', 'map', 'ring', 'traffic', 'rapid', 'unit', 'chengdus', 'spatialtemporal', 'finally', 'zone', 'proposed', 'clustering', 'changing', 'performed', 'centering', 'combining', 'regions', 'communities', 'track', 'complex', 'forth', 'cognition', 'secondly', 'dynamic', 'citieswithin', 'effectively', 'economic', 'fewer', 'road', 'recorded', 'operation', 'provides', 'achieved', 'andor', 'concentric', 'electronic', 'show', 'perspective', 'chinas', 'finegrained', 'great', 'internal', 'verified', 'chengdu', 'livability', 'roughly', 'trajectory', 'center', 'car', 'attributes', 'urbanization', 'identification', 'main', 'obtain', 'within', 'travel', 'emerging', 'applying', 'label', 'third', 'citys', 'smallest', 'according', 'identified', 'point', 'restructuring', 'distribution', 'city', 'passengers', 'firstly', 'continuing', 'interest', 'taking', 'single', 'combined', 'recognition', 'economy', 'static', 'functional', 'characteristics', 'studied', 'algorithm', 'region', 'identify', 'delphi', 'structures', 'aswell', 'country', 'significance', 'gradually', 'poi', 'activity', 'backed', 'derived', 'floating']",2019,"[(1, 0.9986157)]"
